No.,Target Azimuth,Target Elevation,Stimuli,HRTF type,Repetition,Player’s Azimuth,Player’s Elevation,Reaction Time,FlagMinus
304,90,30,PinkNoise,DL_Based,4,89.85004,-325.85,3.642334,0
305,60,0,Footstep,Generic,3,292.8,-339.1,6.589111,1
306,60,30,PinkNoise,Generic,4,59.85004,-339.55,9.683838,0
307,180,30,PinkNoise,DL_Based,1,11.79998,-326.05,19.16748,0
308,180,30,PinkNoise,Generic,4,189.95,-324.4501,13.20508,0
309,90,30,Footstep,3D_Based,2,89.35004,-323.45,6.922852,0
310,90,30,Footstep,DL_Based,2,96.19993,-323.45,6.375732,0
311,30,0,PinkNoise,DL_Based,4,335.6,-327.9001,9.990479,1
312,0,0,PinkNoise,Generic,2,358.9,-340.3,8.696777,1
313,30,0,Footstep,Generic,4,30.60002,-340.25,6.429199,0
314,60,30,PinkNoise,DL_Based,2,51.35004,-325.15,8.695557,0
315,30,0,PinkNoise,DL_Based,3,28.39999,-324.75,5.32251,0
316,180,30,Footstep,Generic,1,191.5,-343.5,7.510254,0
317,180,0,PinkNoise,Generic,1,180.7,-341.15,11.60352,0
318,60,0,Footstep,DL_Based,4,67.04998,-8.050013,7.470459,0
319,0,0,Footstep,Generic,1,1.000001,-340.25,7.576416,0
320,90,30,Footstep,Generic,1,277.3,-337.6,12.8313,1
321,0,0,Footstep,DL_Based,3,357.85,-341.9,6.135986,1
322,90,30,PinkNoise,Generic,2,269.45,-327.35,6.682617,1
323,120,30,Footstep,3D_Based,3,230.55,-334.6,16.84668,1
324,150,0,PinkNoise,Generic,3,340.3,-340.15,13.88525,0
325,180,0,Footstep,Generic,2,353.5,-340.6001,22.32886,0
326,60,30,Footstep,DL_Based,3,58.05001,-327.95,5.187744,0
327,60,30,Footstep,DL_Based,2,303.2499,-325.3,5.376221,1
328,0,30,Footstep,Generic,2,21.95,-323.45,5.90918,1
329,30,30,Footstep,3D_Based,2,328.15,-336.25,6.90918,1
330,180,30,PinkNoise,Generic,2,358.45,-327.4,6.122314,1
331,90,0,Footstep,Generic,1,98.74992,-334.15,13.68555,0
332,120,30,PinkNoise,Generic,2,125.2,-339.65,13.24512,0
333,120,0,Footstep,Generic,4,121.45,-339.6,6.229004,0
334,120,0,PinkNoise,DL_Based,1,117.0999,-351.15,7.856445,0
335,180,30,Footstep,DL_Based,3,181.05,-332.7,14.5791,0
336,150,0,Footstep,Generic,1,163.75,-342.2,8.268799,0
