No.,Target Azimuth,Target Elevation,Stimuli,HRTF type,Repetition,Player’s Azimuth,Player’s Elevation,Reaction Time,FlagMinus
242,0,0,Footstep,3D_Based,4,354.05,-341.8,10.61743,0
243,150,0,Footstep,Generic,3,210.85,-352.85,8.336426,1
244,180,0,PinkNoise,Generic,1,178,-352.5,14.60571,1
245,60,0,Footstep,Generic,3,61.40003,-354.1,10.8042,0
246,180,0,Footstep,DL_Based,2,178.6,-347.35,7.522949,0
247,120,0,PinkNoise,Generic,3,241.2501,-344,14.41797,1
248,180,30,Footstep,DL_Based,4,182.55,-338.85,6.536865,1
249,90,0,PinkNoise,Generic,3,85.70004,-336.25,7.162842,0
250,60,0,PinkNoise,DL_Based,2,304.4,-332.95,5.268555,1
251,30,0,PinkNoise,Generic,4,35.75001,-331.2,9.337158,0
252,180,0,Footstep,Generic,4,177.9,-351.2,12.04468,0
253,60,0,Footstep,DL_Based,1,50.95,-349.15,1.800781,0
254,60,30,PinkNoise,DL_Based,3,58.49992,-333.55,7.936523,0
255,150,30,PinkNoise,3D_Based,1,205.65,-335.55,9.176758,1
256,120,0,PinkNoise,DL_Based,4,118.5,-0.4000067,10.16406,0
257,60,30,PinkNoise,3D_Based,2,298.15,-333.7,3.961426,1
258,150,0,Footstep,3D_Based,2,205.05,-335,4.734863,1
259,120,0,Footstep,Generic,4,242.15,-352.95,5.402344,1
260,30,0,PinkNoise,Generic,2,30.99998,-337.7,6.842773,0
261,90,30,PinkNoise,3D_Based,2,270.65,-337.6,5.721436,1
262,0,0,Footstep,3D_Based,3,355.4,-350.85,6.563232,1
263,90,30,PinkNoise,DL_Based,1,269.4,-345.1,12.44482,1
264,90,30,PinkNoise,DL_Based,4,267.7,-342.75,6.309082,1
265,120,30,PinkNoise,Generic,4,118.1001,-319.45,9.270264,0
266,0,30,PinkNoise,Generic,2,4.800022,-317.35,8.056396,0
267,0,30,Footstep,Generic,2,3.799988,-319.05,13.44531,0
268,0,30,PinkNoise,3D_Based,1,3.400009,-328.35,4.361572,0
269,60,0,PinkNoise,Generic,3,303.9,-330.9,7.149658,1
270,60,30,PinkNoise,DL_Based,4,302,-328.2,6.108887,1
271,30,30,Footstep,Generic,3,334.95,-318,16.00635,1
272,60,30,Footstep,DL_Based,4,65.60007,-329.55,17.39331,0
273,180,30,Footstep,DL_Based,1,178.8,-334.75,13.11182,0
274,180,30,PinkNoise,Generic,4,187.9,-336,4.61499,0
275,180,0,PinkNoise,Generic,2,179.6,-334.2,7.98999,0
276,120,0,Footstep,Generic,1,243.65,-338.3,10.71069,1
277,120,0,PinkNoise,3D_Based,3,122.25,-338.1,7.883057,0
278,60,30,PinkNoise,3D_Based,3,298.95,-327.4,7.496338,1
279,60,0,PinkNoise,Generic,2,61.75002,-332.8,7.30957,0
280,90,30,PinkNoise,DL_Based,3,90.10001,-334.8,13.61841,0
281,150,0,PinkNoise,DL_Based,2,149.4,-351.45,6.589355,0
282,90,0,PinkNoise,DL_Based,4,266.0999,-336.5,6.38916,1
283,60,30,PinkNoise,DL_Based,1,59.35004,-327.2499,10.79077,0
284,60,30,Footstep,Generic,3,303.65,-314.3,7.883057,1
285,30,30,PinkNoise,DL_Based,4,328.95,-335.45,13.44531,1
286,150,0,Footstep,Generic,4,209.7,-340.1,8.92334,1
287,120,0,PinkNoise,Generic,1,120.8,-338.1,9.163574,0
288,0,30,Footstep,DL_Based,2,0.6000227,-337.2,15.48608,0
289,120,30,PinkNoise,DL_Based,2,116.2,-337.1,19.35425,0
290,180,30,Footstep,3D_Based,1,173.9,-329.55,10.49731,0
291,30,30,PinkNoise,3D_Based,1,28.55,-330.2,9.7771,0
292,180,0,PinkNoise,DL_Based,1,183.1,-340.4,14.48584,0
293,150,30,PinkNoise,3D_Based,3,214.3,-330.45,5.962158,1
294,0,0,PinkNoise,3D_Based,2,358.3,-334.5,10.23071,1
295,90,0,Footstep,Generic,2,93.45,-330.15,8.415771,0
296,150,30,PinkNoise,DL_Based,2,216.5,-327.1,16.5,1
297,120,30,Footstep,DL_Based,3,121.7,-326.55,11.44507,0
298,30,0,Footstep,Generic,1,30.6,-341.9,9.283447,0
299,90,0,PinkNoise,3D_Based,3,89.50003,-338.1,7.656494,0
300,150,0,PinkNoise,DL_Based,1,141.05,-338.6,7.349365,0
301,90,30,Footstep,Generic,3,94.75006,-325.1,8.642578,0
302,120,30,PinkNoise,DL_Based,1,240.95,-316.2999,10.44482,1
303,150,30,PinkNoise,3D_Based,4,150.65,-318.9,9.803955,0
304,0,30,Footstep,3D_Based,1,357.95,-320.1,7.309326,0
305,150,30,PinkNoise,Generic,2,154.25,-305.5,10.41748,0
306,90,30,Footstep,3D_Based,4,85.05003,-324.35,12.16479,0
307,60,30,Footstep,3D_Based,3,290.85,-338.05,4.574951,1
308,0,0,PinkNoise,Generic,4,352,-343.55,6.161621,1
309,120,0,PinkNoise,3D_Based,2,117.95,-326.5,6.870361,0
310,30,0,PinkNoise,3D_Based,4,324.9,-340.4,11.81787,1
311,120,0,PinkNoise,DL_Based,3,250.4,-337.55,7.963135,1
312,150,0,Footstep,Generic,1,211.75,-328.5,7.655518,1
313,180,0,PinkNoise,3D_Based,4,173.65,-329.65,8.416504,1
314,150,0,Footstep,3D_Based,1,150.6,-334.95,11.08521,0
